|__dataLog__action	|__dataLog__note	|__dataLog__timestamp	|__dataLog__tool	|__dataLog__userId
Click Carousel Page	6	"Thursday, November 16, 2017 9:14 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	7	"Thursday, November 16, 2017 9:14 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	8	"Thursday, November 16, 2017 9:14 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click World	Io	"Thursday, November 16, 2017 9:15 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	2	"Thursday, November 16, 2017 9:15 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Planet	Saturn System	"Thursday, November 16, 2017 9:15 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	2	"Thursday, November 16, 2017 9:15 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	3	"Thursday, November 16, 2017 9:16 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	4	"Thursday, November 16, 2017 9:16 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	5	"Thursday, November 16, 2017 9:17 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	6	"Thursday, November 16, 2017 9:17 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Planet	Uranus System	"Thursday, November 16, 2017 9:17 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	2	"Thursday, November 16, 2017 9:18 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	3	"Thursday, November 16, 2017 9:18 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	4	"Thursday, November 16, 2017 9:19 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	5	"Thursday, November 16, 2017 9:19 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	6	"Thursday, November 16, 2017 9:19 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	7	"Thursday, November 16, 2017 9:19 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	8	"Thursday, November 16, 2017 9:20 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Planet	Neptune System	"Thursday, November 16, 2017 9:20 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	2	"Thursday, November 16, 2017 9:20 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	3	"Thursday, November 16, 2017 9:20 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	4	"Thursday, November 16, 2017 9:20 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	5	"Thursday, November 16, 2017 9:20 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	1	"Thursday, November 16, 2017 9:21 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Planet	Pluto System	"Thursday, November 16, 2017 9:21 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	2	"Thursday, November 16, 2017 9:21 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	3	"Thursday, November 16, 2017 9:22 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	4	"Thursday, November 16, 2017 9:22 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	5	"Thursday, November 16, 2017 9:22 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	6	"Thursday, November 16, 2017 9:23 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Close	Window	"Thursday, November 16, 2017 9:23 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Planet	Mercury	"Thursday, November 16, 2017 9:44 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	2	"Thursday, November 16, 2017 9:45 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	3	"Thursday, November 16, 2017 9:45 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	4	"Thursday, November 16, 2017 9:45 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	5	"Thursday, November 16, 2017 9:45 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	4	"Thursday, November 16, 2017 9:45 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Close	Window	"Thursday, November 16, 2017 9:46 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Planet	Venus	"Thursday, November 16, 2017 9:51 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Planet	Earth System	"Thursday, November 16, 2017 9:51 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Planet	Mars System	"Thursday, November 16, 2017 9:51 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	2	"Thursday, November 16, 2017 9:52 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	3	"Thursday, November 16, 2017 9:52 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	4	"Thursday, November 16, 2017 9:52 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	5	"Thursday, November 16, 2017 9:52 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	6	"Thursday, November 16, 2017 9:53 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	7	"Thursday, November 16, 2017 9:53 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	8	"Thursday, November 16, 2017 9:53 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Close	Window	"Thursday, November 16, 2017 9:53 AM"	solar-system-db	0kniMnNUf7bFVVJ5CkEqtjSSRsf1
Click Carousel Page	2	"Friday, November 17, 2017 1:30 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	3	"Friday, November 17, 2017 1:30 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	4	"Friday, November 17, 2017 1:30 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	5	"Friday, November 17, 2017 1:30 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	6	"Friday, November 17, 2017 1:30 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	7	"Friday, November 17, 2017 1:30 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	8	"Friday, November 17, 2017 1:30 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	9	"Friday, November 17, 2017 1:30 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	10	"Friday, November 17, 2017 1:30 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	11	"Friday, November 17, 2017 1:30 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	1	"Friday, November 17, 2017 1:30 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Close	Window	"Friday, November 17, 2017 1:30 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	2	"Friday, November 17, 2017 1:31 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	3	"Friday, November 17, 2017 1:31 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	4	"Friday, November 17, 2017 1:31 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	5	"Friday, November 17, 2017 1:31 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	6	"Friday, November 17, 2017 1:31 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Mercury	"Friday, November 17, 2017 1:31 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Venus	"Friday, November 17, 2017 1:31 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Earth System	"Friday, November 17, 2017 1:31 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Mars System	"Friday, November 17, 2017 1:31 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Jupiter System	"Friday, November 17, 2017 1:31 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Saturn System	"Friday, November 17, 2017 1:31 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Uranus System	"Friday, November 17, 2017 1:31 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Neptune System	"Friday, November 17, 2017 1:31 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Pluto System	"Friday, November 17, 2017 1:31 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Uranus System	"Friday, November 17, 2017 1:31 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Jupiter System	"Friday, November 17, 2017 1:31 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Mars System	"Friday, November 17, 2017 1:31 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click World	Phobos	"Friday, November 17, 2017 1:31 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click World	Deimos	"Friday, November 17, 2017 1:31 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Earth System	"Friday, November 17, 2017 1:31 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Venus	"Friday, November 17, 2017 1:31 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Close	Window	"Friday, November 17, 2017 1:31 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Close	Window	"Friday, November 17, 2017 1:32 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Mars System	"Friday, November 17, 2017 1:41 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	2	"Friday, November 17, 2017 1:41 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	3	"Friday, November 17, 2017 1:41 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	4	"Friday, November 17, 2017 1:41 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	5	"Friday, November 17, 2017 1:41 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	6	"Friday, November 17, 2017 1:41 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	7	"Friday, November 17, 2017 1:41 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	8	"Friday, November 17, 2017 1:41 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Close	Window	"Friday, November 17, 2017 1:41 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	9	"Friday, November 17, 2017 1:53 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	1	"Friday, November 17, 2017 1:53 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Pluto System	"Friday, November 17, 2017 1:53 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Neptune System	"Friday, November 17, 2017 1:53 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Earth System	"Friday, November 17, 2017 1:53 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Venus	"Friday, November 17, 2017 1:53 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Mercury	"Friday, November 17, 2017 1:53 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Earth System	"Friday, November 17, 2017 1:53 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Mars System	"Friday, November 17, 2017 1:53 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click World	Phobos	"Friday, November 17, 2017 1:53 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	2	"Friday, November 17, 2017 1:53 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	3	"Friday, November 17, 2017 1:53 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	4	"Friday, November 17, 2017 1:53 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	1	"Friday, November 17, 2017 1:54 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Jupiter System	"Friday, November 17, 2017 1:54 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Jupiter System	"Friday, November 17, 2017 1:54 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click World	Io	"Friday, November 17, 2017 1:54 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	2	"Friday, November 17, 2017 1:54 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	3	"Friday, November 17, 2017 1:54 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	4	"Friday, November 17, 2017 1:54 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	3	"Friday, November 17, 2017 1:54 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	4	"Friday, November 17, 2017 1:54 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	5	"Friday, November 17, 2017 1:54 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	6	"Friday, November 17, 2017 1:55 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click World	Europa	"Friday, November 17, 2017 1:55 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click World	Ganymede	"Friday, November 17, 2017 1:55 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	2	"Friday, November 17, 2017 1:55 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	3	"Friday, November 17, 2017 1:55 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	4	"Friday, November 17, 2017 1:55 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	5	"Friday, November 17, 2017 1:55 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click World	Callisto	"Friday, November 17, 2017 1:55 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	2	"Friday, November 17, 2017 1:55 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Saturn System	"Friday, November 17, 2017 1:55 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click World	Titan	"Friday, November 17, 2017 1:55 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	2	"Friday, November 17, 2017 1:55 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Uranus System	"Friday, November 17, 2017 1:55 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	2	"Friday, November 17, 2017 1:55 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	3	"Friday, November 17, 2017 1:55 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	4	"Friday, November 17, 2017 1:55 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	5	"Friday, November 17, 2017 1:55 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Close	Window	"Friday, November 17, 2017 1:56 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Mars System	"Friday, November 17, 2017 1:59 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click World	Phobos	"Friday, November 17, 2017 1:59 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	2	"Friday, November 17, 2017 1:59 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	3	"Friday, November 17, 2017 1:59 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	4	"Friday, November 17, 2017 1:59 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click World	Deimos	"Friday, November 17, 2017 1:59 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	2	"Friday, November 17, 2017 1:59 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Pluto System	"Friday, November 17, 2017 1:59 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click World	Charon	"Friday, November 17, 2017 1:59 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	2	"Friday, November 17, 2017 1:59 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	3	"Friday, November 17, 2017 1:59 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Neptune System	"Friday, November 17, 2017 1:59 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click World	Triton	"Friday, November 17, 2017 2:00 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	2	"Friday, November 17, 2017 2:00 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	3	"Friday, November 17, 2017 2:00 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Saturn System	"Friday, November 17, 2017 2:00 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Uranus System	"Friday, November 17, 2017 2:00 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Saturn System	"Friday, November 17, 2017 2:00 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click World	Titan	"Friday, November 17, 2017 2:00 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	2	"Friday, November 17, 2017 2:00 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	3	"Friday, November 17, 2017 2:00 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	4	"Friday, November 17, 2017 2:00 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Jupiter System	"Friday, November 17, 2017 2:00 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click World	Callisto	"Friday, November 17, 2017 2:00 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click World	Io	"Friday, November 17, 2017 2:00 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Mars System	"Friday, November 17, 2017 2:00 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click World	Deimos	"Friday, November 17, 2017 2:00 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click World	Phobos	"Friday, November 17, 2017 2:00 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Planet	Jupiter System	"Friday, November 17, 2017 2:00 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click World	Io	"Friday, November 17, 2017 2:00 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	2	"Friday, November 17, 2017 2:01 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Close	Window	"Friday, November 17, 2017 2:01 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Close	Window	"Friday, November 17, 2017 2:23 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click World	Ganymede	"Friday, November 17, 2017 2:25 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	2	"Friday, November 17, 2017 2:26 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	3	"Friday, November 17, 2017 2:26 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	4	"Friday, November 17, 2017 2:26 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Click Carousel Page	5	"Friday, November 17, 2017 2:26 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Close	Window	"Friday, November 17, 2017 2:26 PM"	solar-system-db	0VypvNjsbnWRk12vRgiQpQv40zi1
Close	Window	"Thursday, October 19, 2017 8:54 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Close	Window	"Thursday, October 19, 2017 8:58 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Planet	Mars System	"Thursday, October 19, 2017 9:10 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Planet	Jupiter System	"Thursday, October 19, 2017 9:10 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click World	Io	"Thursday, October 19, 2017 9:10 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Carousel Page	2	"Thursday, October 19, 2017 9:10 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Carousel Page	3	"Thursday, October 19, 2017 9:11 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Carousel Page	4	"Thursday, October 19, 2017 9:11 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Carousel Page	5	"Thursday, October 19, 2017 9:11 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Carousel Page	6	"Thursday, October 19, 2017 9:11 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Carousel Page	1	"Thursday, October 19, 2017 9:12 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Close	Window	"Thursday, October 19, 2017 9:12 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Close	Window	"Thursday, October 19, 2017 9:18 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Planet	Mercury	"Thursday, October 19, 2017 9:22 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Carousel Page	2	"Thursday, October 19, 2017 9:22 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Carousel Page	3	"Thursday, October 19, 2017 9:22 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Carousel Page	4	"Thursday, October 19, 2017 9:23 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Carousel Page	5	"Thursday, October 19, 2017 9:23 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Planet	Venus	"Thursday, October 19, 2017 9:23 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Carousel Page	2	"Thursday, October 19, 2017 9:23 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Planet	Mars System	"Thursday, October 19, 2017 9:23 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Carousel Page	2	"Thursday, October 19, 2017 9:23 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Carousel Page	3	"Thursday, October 19, 2017 9:23 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Carousel Page	4	"Thursday, October 19, 2017 9:23 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Carousel Page	5	"Thursday, October 19, 2017 9:24 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click World	Phobos	"Thursday, October 19, 2017 9:24 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Carousel Page	2	"Thursday, October 19, 2017 9:24 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Carousel Page	3	"Thursday, October 19, 2017 9:24 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click World	Deimos	"Thursday, October 19, 2017 9:24 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Carousel Page	2	"Thursday, October 19, 2017 9:24 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Planet	Jupiter System	"Thursday, October 19, 2017 9:24 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click World	Europa	"Thursday, October 19, 2017 9:24 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click World	Ganymede	"Thursday, October 19, 2017 9:24 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Carousel Page	2	"Thursday, October 19, 2017 9:24 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Carousel Page	3	"Thursday, October 19, 2017 9:25 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Carousel Page	4	"Thursday, October 19, 2017 9:25 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Carousel Page	5	"Thursday, October 19, 2017 9:25 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
Click Planet	Saturn System	"Thursday, October 19, 2017 9:27 AM"	solar-system-db	2wuuSLTznaeBbnAPcmC7vowyQmh2
